x,y,z
443.4557819774692,237.76982013254178,a
472.19755979591764,252.52641853480782,a
436.2591653792457,280.0728753315395,a
391.93010553460357,261.2487493146207,a
405.04222792182907,262.1051672698753,a
410.1231183609831,266.1650572872443,a
434.1598813606147,268.73661009019884,a
431.2459737509608,267.5884187056174,a
405.32180954093656,238.96583280701464,a
364.71947647814477,256.11061430534465,a
349.1256842362127,214.29932729906818,a
370.87979991484417,269.94813901631994,a
405.64759959415954,236.56667402169148,a
364.7670018646693,239.55761160527982,a
360.120607719546,322.5951126719961,a
403.61226510767796,283.99449971976435,a
361.2095603392019,259.9670991118269,a
321.19991723812075,268.056743294919,a
317.93152487539476,288.7020632784678,a
359.14202184301627,281.52629196376915,a
332.80430792969565,253.52772413813082,a
383.10258072878094,297.9718381363124,a
344.30320201945256,244.90669720488833,a
289.5493485079641,256.1152828245939,a
325.00288447696767,230.3077757748335,a
329.25477618535655,254.75082488838524,a
299.12245053028715,303.482387223263,a
306.49412573495783,263.9024115887437,a
265.9561178856382,233.20029559390656,a
325.4718774250891,194.6716730696316,a
315.6024245550624,228.40549079111548,a
356.23355155395274,237.31293869365322,a
284.9779626104636,190.36142990620272,a
306.694077568512,248.6514637908492,a
270.9691672126157,243.96464437358708,a
297.86297334875724,228.95101978942836,a
329.1611053936656,172.8951256412186,a
245.63932227391385,206.43314456815932,a
295.4839010536031,191.01649580960958,a
297.3856908120242,220.92253233420274,a
229.17196483977892,205.78776040750824,a
266.6653445910754,197.08443185944304,a
237.25960552752534,204.53415796488048,a
241.45377139302573,149.7293912560865,a
272.9269555104271,259.0285324376526,a
249.0805984323871,173.22844843970603,a
232.32646953904649,198.14431196946384,a
237.09472544333758,204.0544582234034,a
232.55866078382522,192.18064733430737,a
231.438891858217,137.48192728829622,a
271.47330759572924,148.91046045178268,a
268.46855597251846,175.36681672623763,a
209.4577234993554,136.6249727506464,a
231.72593049531224,168.57381726303691,a
200.71384883341443,162.74148663971454,a
246.3142806706819,159.74929777876446,a
215.0033919748517,167.44774050674067,a
222.2061538526431,203.39074879689008,a
223.74081920859214,126.5390284877065,a
179.7753690753427,167.70981380134054,a
220.1510962891286,144.71806225410648,a
204.53023139052857,124.48209466712962,a
151.88891588442542,112.1982594161787,a
195.81954066920474,170.36495422783503,a
209.91757379571055,127.54717230586562,a
170.25430298617766,120.3819160475345,a
167.2830900436695,129.5982968856082,a
140.3706117559002,128.0172142721732,a
154.12320917189652,131.61439794621475,a
82.46473105913645,109.88628948949304,a
107.5629599560359,133.63227339296617,a
132.95379572070567,117.11244482543498,a
167.247628724312,116.44297726357752,a
151.92958695579256,93.91270930333076,a
177.62086816722365,84.4645227091903,a
178.93319928041376,141.56700976410394,a
191.67259573211712,87.39085433791382,a
179.07517736435216,179.85776980582727,a
199.19026080622675,143.40968006516908,a
218.39521406603407,165.77487199527536,a
195.10716912987544,177.46704441993097,a
163.39515480517633,147.55659471894836,a
245.09397155404986,192.40427042285899,a
223.83836203568418,153.286425714558,a
282.64554786350897,186.5382299207805,a
249.47012513859912,212.70766613003929,a
269.85424183356247,207.00351982446352,a
260.23102087667786,229.023098352256,a
292.96747350642113,199.3153358292132,a
306.3216841907837,231.40568529168354,a
323.34472277362687,237.22136554588292,a
335.21262791009576,271.5562418109713,a
270.19875506655677,267.27694464107026,a
341.8828582901474,269.24084389297855,a
361.31641919358356,261.6970507403637,a
340.5622112537947,263.62305808012,a
367.7770323625523,254.82587325705498,a
392.0623285626759,280.3377720299437,a
419.29934101843634,258.7757020021155,a
376.85611085231284,299.2889937053724,a
359.12950253130384,309.7213047526142,a
393.363757567207,292.1313331428035,a
414.65230011910523,302.91215395550273,a
364.6938655542001,302.3477342642666,a
395.9548882149922,311.2012949018391,a
406.8753577621589,285.4766887216429,a
452.65574568722457,277.61966357357267,a
415.42252437878506,308.757347770436,a
443.06693719353865,311.98783565405836,a
431.3514567769114,324.7123642468031,a
423.3730359164185,359.96386869443415,a
457.1717485613126,363.6825685357463,a
429.05509282203127,291.9072384454729,a
463.9623467588487,350.28781843917415,a
473.5452160215628,333.65143486969475,a
476.90156589341206,349.26265801841373,a
486.2670969013744,390.5722821796702,a
502.2505913662588,306.8812306524977,a
489.9972167122411,298.6482436419295,a
481.6338286725584,340.3977600701061,a
506.96402628812956,377.04321951973395,a
511.2345226230421,376.6259030651202,a
577.0995555998076,398.69149165963427,a
524.0082190541222,396.18010946033047,a
490.53814692850693,378.99557072787934,a
507.2091986624218,420.80536116376317,a
531.1924576296075,367.95846205191447,a
552.8787535730569,409.1540523608875,a
483.43084145485716,364.766814646836,a
518.6451061523395,341.2804932135094,a
503.39178679560774,382.8843922685752,a
481.8038720491086,338.41008501040454,a
477.8406994849861,338.44533110697137,a
498.2022297486126,350.6848611110242,a
541.450989210581,355.81865979037997,a
494.99548735760976,353.870972391741,a
465.398253575972,326.42903066519614,a
448.67909445514454,350.62779773543605,a
436.47674017528044,342.5368414958599,a
473.4004533357858,328.78591399741515,a
499.06696304742667,349.3263075467374,a
486.4806906909087,310.3580881659984,a
478.4976800779088,299.6838044835702,a
498.22512453243337,255.8180353736368,a
440.1098581348698,317.79162506034083,a
478.32963453790353,289.30629357879013,a
458.65877858020843,319.6343327924656,a
424.89720158703875,318.8305221132425,a
496.5024225733624,305.4748915686447,a
473.54611545309854,324.489216293229,a
471.1795260235265,334.4961621719103,a
456.4269517080069,323.1253665590123,a
490.11855080718664,303.48765480735926,a
463.1410865675746,304.46964004401826,a
457.2444717904988,329.8455436485773,a
539.7234418927851,307.4295445703815,a
456.435480729033,323.2463455507413,a
388.8875579902317,293.51076006660384,a
501.7006289058407,344.02437808491754,a
408.92201074155884,303.30770001346366,a
481.0771732302897,335.29544042357804,a
485.63862392433475,303.8273997195631,a
471.9523441069616,300.703683404362,a
457.8037365673648,330.22266597682096,a
476.8114109593154,346.9219416218051,a
473.7954806790341,322.60699732305375,a
483.7660284408689,342.3505813822974,a
444.6294078592256,331.6697664844399,a
463.0645974651257,331.5030057094197,a
435.7497890954201,329.26710917048933,a
438.2220385885824,317.5130057348364,a
429.0039344166061,323.9433970621609,a
441.47616856218355,351.3934865835047,a
438.61242924240827,408.5249119552243,a
450.5792426751369,374.698911465532,a
407.28054094601856,304.4592831099054,a
451.1351429775445,337.4466532603599,a
460.91445569633703,378.9786369246084,a
466.24142589272947,442.2629397303788,a
430.9615588053205,453.64406248579655,a
479.7129396651417,460.1239873521973,a
457.245051701829,455.51538065765214,a
443.32960494198056,400.9292628478504,a
477.76905644139305,427.013333264587,a
468.23057132278615,450.55591419933387,a
439.7247712359728,437.17083521637505,a
436.1505123367189,450.1888189416453,a
461.06147911689686,442.24322013240834,a
490.40432778015116,424.4747586197143,a
494.2610908844469,440.80831992572575,a
475.69720496594516,486.6127012862081,a
475.23514445105695,463.01809594071483,a
471.7305387479341,474.62645548903515,a
495.13571771895874,444.4463090582815,a
438.46432602569166,419.21841351141813,a
448.2810532351831,454.63419731612225,a
492.01956337986815,440.7189342291141,a
490.66881600699264,435.41035603358506,a
494.4117064883824,446.4193619913758,a
507.97452041248806,475.74799173299533,a
477.7708415866482,493.3604078646026,a
499.741005895911,473.5946478160842,a
564.2446592898253,458.19718809017013,a
507.51275078037156,460.0033938354984,a
525.0283353155872,445.29005565517343,a
510.579273311697,441.36470912790713,a
499.8445361763694,404.3811859797884,a
586.2624801910964,423.9662543074953,a
493.60896848935755,409.31005941676653,a
552.6898231288543,360.8530888078126,a
549.1780668313312,386.3780165826809,a
588.680829024256,399.6975825782187,a
606.287722627117,359.40258627749927,a
580.5004866069494,403.21786110893447,a
588.2293962314237,380.2062754248542,a
563.0633566069492,369.57569723111095,a
578.389435963075,354.4918709683857,a
625.3428864341902,355.0340629053618,a
613.3851204200253,324.03965104279536,a
615.9940131538398,329.1954566789385,a
567.766915714804,322.39825533809096,a
594.941247346044,348.1045627790373,a
569.5537235899153,327.5615965935653,a
628.4716094472988,341.4827838536407,a
599.9816138923632,324.10244696857933,a
601.7850231146696,301.0981547285945,a
591.9338222815705,336.78283323877065,a
568.4993669674839,263.498656236435,a
617.6263584508599,317.8580342039949,a
642.4034205758555,326.70486710357176,a
610.954533533108,282.98772594233156,a
586.1461968621867,291.80482998648296,a
588.1335830033366,321.8955437618022,a
558.1980483058402,282.96557805915535,a
583.5348011366209,280.6258707054746,a
576.6222700846304,316.93097761453834,a
609.8488473338158,288.6606153244842,a
621.9141825339709,365.9312048185258,a
584.680943765145,347.18200422564564,a
582.5012697769951,279.8154113089398,a
585.8891412401755,299.97496417819707,a
593.7522806998791,237.52622117467325,a
556.2871733444719,289.0468050577378,a
577.6914687635622,232.30300417325236,a
561.0671262189867,251.86149139245305,a
546.01276853211,261.99780480818697,a
528.4350129302736,312.62597403718536,a
546.0909596117237,258.7101921141326,a
532.4115507492808,300.6289235191596,a
550.8484470570536,265.38540482471944,a
528.8214519051745,287.1035211366201,a
518.6030586445099,314.1891655360715,a
495.3297472561318,293.82424984614033,a
470.4105829953155,296.52524245926315,a
461.61421903574035,212.35860191985574,a
434.37077288451684,278.53145534095825,a
500.4965143600588,290.895860383453,a
460.39629796085524,262.75132722763885,a
448.6301185748576,251.6523648612671,a
485.93827096357353,244.54002150227615,a
422.60211575203346,262.5255622467806,a
429.44919266855925,252.81594397145744,a
468.0327985386943,206.9784385191511,a
414.10196050438265,215.9259788666351,a
416.50235058158296,263.93360742615994,a
423.9200840069078,235.2894086874373,a
391.2586901705504,268.0060897636351,a
434.1547583980009,213.14039816172033,a
409.395544809575,264.7356685812688,a
443.62583238585967,230.39185098008357,a
377.8690102732741,226.66448167796023,a
391.0990934940492,236.99396410773517,a
400.9116521155974,198.69521144760432,a
364.85308832560065,235.60130870555048,a
402.74653433363676,193.70085029086823,a
405.534232942663,209.17667101676335,a
308.50199185431285,187.09991025776515,a
366.7279863301137,215.22545599401207,a
341.6330913065259,204.62764375032282,a
341.78242229740664,183.80134433752704,a
328.9159709671604,202.9246330351557,a
321.5892187557817,231.27642611586344,a
339.5965386794408,193.75151196557152,a
348.8044744950442,188.45282602201155,a
357.68556272011824,228.83258655204963,a
290.4475005269859,213.27990346749715,a
295.05474543323004,197.58738053293462,a
322.0009168193877,194.0211132656371,a
287.34804873998985,171.41536532498168,a
307.376866570559,157.03183620645433,a
229.89529257239548,142.51516395571315,a
288.99678804062654,161.52462071171686,a
292.5527978578737,164.06623237988686,a
303.21677107633553,185.39172516193764,a
309.20513105374556,169.77063764994716,a
271.33113353797245,181.33560637619354,a
268.2647429356472,149.2361432154296,a
255.67313791881486,144.4386201425492,a
245.69002510760149,165.70519972163999,a
243.82589369346508,139.98512213022747,a
267.403056840479,152.91108623882627,a
188.97572872032575,147.05791601705448,a
253.08672499459277,192.80358156998716,a
230.92512193137293,150.71172738523273,a
212.9249169063601,183.71135043487737,a
181.4560873845967,92.28633635064932,a
227.29755973813545,147.62037681376478,a
220.73020524289169,153.2123585907766,a
243.5558301910749,117.14655336296232,a
224.69181856058572,87.235948277479,a
173.4657849086027,115.63850972543656,a
176.38078262187946,134.86133817679365,a
181.40516451745404,102.57891257704529,a
205.90037863214235,110.51419908755867,a
173.30276025400997,139.73158222381738,a
165.4549851753079,87.46404427740015,a
181.91504652804528,119.18223692561588,a
182.12400036516132,145.69278630573734,a
172.5548395878619,119.04081746780503,a
151.15092137793866,140.67600363470063,a
202.77276327390757,66.99083340008013,a
181.5836741130353,102.48898880239528,a
153.27442385682417,26.99480570543568,a
124.58066168733765,108.62916631699306,a
156.157151837197,80.56245105521765,a
150.23433368436073,86.56451216700674,a
143.31405410123315,82.05917951097177,a
159.53642429603198,127.66637831848698,a
181.88073267167752,96.54049033762215,a
201.0556941222543,149.92639601427197,a
182.8916072030145,180.61036714055945,a
200.04402465756368,111.85944409177921,a
230.4858210585567,240.5107959581744,a
259.9549887345894,271.44046081392946,a
264.81484516632446,215.17435162548298,a
242.23528166792264,191.80989904121486,a
250.7651617871471,209.8209480172227,a
256.20241093460646,250.52484386149382,a
277.79527952780643,219.3213567774868,a
240.11890260353738,230.2769679519401,a
253.7841692715587,252.70802001080062,a
285.4487661560962,294.17181762874503,a
295.16121559048656,248.1220127319807,a
255.98742038933733,287.83170386449865,a
273.35455402399964,307.5400184673035,a
282.3560192292303,312.26909757373755,a
328.52715152556175,325.6118379138509,a
311.6280999979382,356.4098578814858,a
337.0260916808964,350.4304961629283,a
289.18581344849423,334.9328204729803,a
300.93904409518075,338.0338398196011,a
305.8975803988984,332.0029544659062,a
361.0706481266967,371.34383946922594,a
315.31915082165494,317.0048908391416,a
346.7224679255122,323.31020058993744,a
363.4041161936543,349.3411063035486,a
406.6475279207714,405.2010235866243,a
413.7076072971423,401.28685783276933,a
339.9846871386811,349.3996192268989,a
398.82404306745815,345.39638913781556,a
404.159283622354,418.93123579122476,a
430.7869919154938,402.32406409552755,a
354.1275854503838,342.37931886632055,a
396.6112833092336,388.3414522183532,a
383.98422830408344,379.4641211899923,a
463.66766097948323,425.0870559670861,a
450.05553707799453,364.6862655544964,a
407.667382073209,469.89670727155146,a
433.8333126670309,393.4289084696027,a
444.73568969028423,417.0010715319709,a
456.03792036526863,399.58633272799983,a
392.7696864358593,432.33639399682966,a
477.40639396071225,439.1429893992565,a
382.06639854057164,430.7131560540325,a
443.816894212381,392.8222097888866,a
446.6265108191274,430.6854484184879,a
442.2454446476835,445.11213538912966,a
432.5329592907498,473.9648918128941,a
478.9362234177981,470.2168361534033,a
451.46274432415646,475.37686587268007,a
396.50019025650795,481.5973640768444,a
445.25223872931036,455.5259761516501,a
444.636982467844,460.84629786085753,a
430.06301541721297,434.3247989098316,a
47.44202196863736,430.6364225374065,b
65.9229813107913,491.05813069195267,b
121.79380968767113,456.2431020691872,b
13.134204055618667,450.93501626393044,b
91.34829733641615,462.3701186090488,b
105.91701745119732,463.8065193414597,b
49.49934987877907,476.9925714142226,b
61.87374087966833,442.9239210982269,b
43.464424775804275,454.3138914299554,b
15.539434450041725,489.4296898033172,b
-0.4870804452673454,461.7670484310596,b
77.99156544973232,406.8805321890701,b
87.46760931781682,426.7135123986434,b
32.08207284708754,449.4683180264639,b
89.9816062863078,430.62489815372027,b
6.3624006900286645,420.8128532622153,b
66.63141287577155,459.907493364635,b
64.92635277797933,465.86693420693496,b
80.67252923171174,425.02410828227323,b
58.30345157742106,428.80629832932414,b
119.22872474338467,442.73264228833574,b
98.16686344357397,429.8097063345507,b
123.3449314820258,425.46625510698783,b
645.1313840734454,68.90052208458167,b
602.9873394175546,88.75182604754787,b
640.4349693589966,96.3084560833367,b
617.4615541410551,97.70977712127518,b
590.8375714939257,81.18903007986728,b
613.5587587156757,36.24019638127959,b
629.4930144210964,99.23077127356987,b
622.3118690737122,168.21132767736447,b
623.2251169202956,115.39448710318146,b
576.9802753513885,86.53537806764484,b
590.761923191168,118.32536689690193,b
663.4453789670536,79.46097553371845,b
586.3849944037835,107.09384270532837,b
644.6789298710044,62.946675565306805,b
621.0183427646232,102.68014843004858,b
625.4991405035917,121.68343610992008,b
